Tag;Preis;ABS(LogRendite);ABS(Volumeaenderung);ABS(VolumeaenderungsProzent);
49;1008.0;0,01;16626,00;0,3267;
50;1002.0;0,006;5808,00;0,1695;
51;1002.0;0,00;8016,00;0,20;
52;996.0;0,006;7164,00;0,2234;
53;1001.0;0,005;14890,00;0,598;
54;991.0;0,01;31612,00;3,158;
55;985.0;0,0061;19952,00;0,4794;
56;995.0;0,0101;29075,00;1,3417;
57;987.0;0,0081;16200,00;0,3192;
58;984.0;0,003;9735,00;0,2818;
59;995.0;0,0111;20395,00;0,4606;
60;1001.0;0,006;14625,00;0,2261;
61;1012.0;0,0109;14630,00;0,2923;
62;1008.0;0,004;5180,00;0,1462;
63;1007.0;0,001;10040,00;0,332;
64;999.0;0,008;15664,00;0,3889;
65;1014.0;0,0149;18426,00;0,3294;
66;1013.0;0,001;976,00;0,026;
67;1006.0;0,0069;8788,00;0,2283;
68;995.0;0,011;1473,00;0,0312;
69;1004.0;0,009;16627,00;0,341;
70;999.0;0,005;17822,00;0,5547;
71;993.0;0,006;4665,00;0,0934;
72;995.0;0,002;11830,00;0,2166;
73;985.0;0,0101;11390,00;0,2662;
74;982.0;0,0031;5075,00;0,0937;
75;981.0;0,001;14765,00;0,3007;
76;990.0;0,0091;15525,00;0,4522;
77;980.0;0,0102;14510,00;0,7714;
78;957.0;0,0237;2696,00;0,0809;
79;963.0;0,0063;7896,00;0,2578;
80;957.0;0,0063;10767,00;0,2795;
81;958.0;0,001;10567,00;0,3808;
82;949.0;0,0094;7003,00;0,1828;
83;951.0;0,0021;1017,00;0,0325;
84;965.0;0,0146;1441,00;0,0446;
85;962.0;0,0031;7591,00;0,2248;
86;962.0;0,00;6734,00;0,1628;
87;965.0;0,0031;4975,00;0,1034;
88;964.0;0,001;15479,00;0,2916;
89;958.0;0,0062;13646,00;0,363;
90;958.0;0,00;14370,00;0,60;
91;958.0;0,00;7664,00;0,20;
92;958.0;0,00;19160,00;0,625;
93;978.0;0,0207;5806,00;0,1165;
94;972.0;0,0062;14850,00;0,3374;
95;964.0;0,0083;7472,00;0,2562;
96;972.0;0,0083;20716,00;0,5655;
97;974.0;0,0021;856,00;0,0149;
98;968.0;0,0062;30356,00;0,5374;
99;964.0;0,0041;17244,00;0,6598;
100;986.0;0,0226;6906,00;0,1592;
101;978.0;0,0081;20946,00;0,4165;
102;978.0;0,00;3912,00;0,1333;
103;981.0;0,0031;5007,00;0,1506;
104;970.0;0,0113;3451,00;0,0902;
105;970.0;0,00;7760,00;0,186;
106;964.0;0,0062;2682,00;0,079;
107;970.0;0,0062;36118,00;0,986;
108;967.0;0,0031;34070,00;0,4683;
109;961.0;0,0062;5045,00;0,1304;
110;957.0;0,0042;4925,00;0,1464;
111;968.0;0,0114;30338,00;1,0567;
112;958.0;0,0104;22644,00;0,3835;
113;956.0;0,0021;13308,00;0,3656;
114;967.0;0,0114;15867,00;0,3192;
115;962.0;0,0052;4023,00;0,1189;
116;972.0;0,0103;18778,00;0,6297;
117;964.0;0,0083;19680,00;0,4049;
118;972.0;0,0083;13848,00;0,4788;
119;968.0;0,0041;8888,00;0,2078;
120;965.0;0,0031;16300,00;0,4811;
121;971.0;0,0062;16195,00;0,3227;
122;989.0;0,0184;7553,00;0,2222;
123;991.0;0,002;4871,00;0,1173;
124;999.0;0,008;296,00;0,0081;
125;1000.0;0,001;3037,00;0,0822;
126;996.0;0,004;17768,00;0,4442;
127;992.0;0,004;23048,00;0,399;
128;999.0;0,007;245,00;0,0071;
129;991.0;0,008;10621,00;0,3038;
130;989.0;0,002;6026,00;0,1322;
131;989.0;0,00;1978,00;0,05;
132;996.0;0,0071;6706,00;0,1784;
133;1003.0;0,007;786,00;0,0255;
134;997.0;0,006;14775,00;0,491;
135;993.0;0,004;7131,00;0,1589;
136;1002.0;0,009;7674,00;0,2034;
137;1018.0;0,0158;8682,00;0,2888;
138;1001.0;0,0168;37681,00;1,7626;
139;1000.0;0,001;24059,00;0,4074;
140;996.0;0,004;16792,00;0,4798;
141;996.0;0,00;21912,00;0,4231;
142;1001.0;0,005;21171,00;0,7085;
143;1002.0;0,001;10971,00;0,2149;
144;1000.0;0,002;80,00;0,002;
145;1000.0;0,00;10000,00;0,25;
146;1002.0;0,002;9078,00;0,3026;
147;992.0;0,01;2586,00;0,0662;
148;993.0;0,001;6909,00;0,1658;
149;985.0;0,0081;280,00;0,0081;
150;975.0;0,0102;5225,00;0,1516;
151;974.0;0,001;4900,00;0,1675;
152;965.0;0,0093;7495,00;0,3078;
153;974.0;0,0093;297,00;0,0093;
154;968.0;0,0062;2706,00;0,0842;
155;968.0;0,00;3872,00;0,1111;
156;967.0;0,001;40,00;0,001;
157;984.0;0,0174;15440,00;0,3992;
158;984.0;0,00;2952,00;0,0545;
159;994.0;0,0101;13396,00;0,2618;
160;1002.0;0,008;7712,00;0,2042;
161;990.0;0,012;17460,00;0,5808;
162;980.0;0,0102;3420,00;0,072;
163;993.0;0,0132;9345,00;0,2119;
164;997.0;0,004;140,00;0,004;
165;995.0;0,002;5900,00;0,1691;
166;987.0;0,0081;11516,00;0,2823;
167;989.0;0,002;27586,00;0,5273;
168;987.0;0,002;1924,00;0,0778;
169;987.0;0,00;21714,00;0,8148;
170;992.0;0,0051;18603,00;0,3847;
171;992.0;0,00;3968,00;0,1333;
172;998.0;0,006;15764,00;0,4674;
173;1002.0;0,004;38148,00;2,1236;
174;998.0;0,004;12200,00;0,2174;
175;992.0;0,006;1256,00;0,0286;
176;989.0;0,003;22618,00;0,5302;
177;993.0;0,004;30519,00;0,4676;
178;1002.0;0,009;4695,00;0,1351;
179;1007.0;0,005;3171,00;0,1055;
180;1009.0;0,002;12174,00;0,3663;
181;1006.0;0,003;135,00;0,003;
182;1010.0;0,004;11940,00;0,2638;
183;1012.0;0,002;6138,00;0,1842;
184;1000.0;0,0119;10532,00;0,2668;
185;1004.0;0,004;19276,00;0,3855;
186;994.0;0,01;24546,00;0,3543;
187;992.0;0,002;7846,00;0,1754;
188;984.0;0,0081;20104,00;0,3824;
189;976.0;0,0082;4168,00;0,1284;
190;977.0;0,001;5891,00;0,2081;
191;966.0;0,0113;11207,00;0,3277;
192;975.0;0,0093;3477,00;0,0766;
193;973.0;0,0021;3005,00;0,0717;
194;975.0;0,0021;80,00;0,0021;
195;972.0;0,0031;6684,00;0,1714;
196;980.0;0,0082;19224,00;0,4208;
197;990.0;0,0102;3240,00;0,1224;
198;983.0;0,0071;4705,00;0,1584;
199;982.0;0,001;19675,00;0,5719;
200;994.0;0,0121;32982,00;2,2391;
201;980.0;0,0142;5572,00;0,1168;
202;982.0;0,002;6788,00;0,1611;
203;976.0;0,0061;1192,00;0,0337;
204;976.0;0,00;9760,00;0,2857;
205;968.0;0,0082;19720,00;0,449;
206;970.0;0,0021;23330,00;0,964;
207;979.0;0,0092;21097,00;0,4439;
208;970.0;0,0092;20127,00;0,7614;
209;966.0;0,0041;22410,00;0,4813;
210;967.0;0,001;25,00;0,001;
211;973.0;0,0062;7934,00;0,3282;
212;977.0;0,0041;6971,00;0,2171;
213;966.0;0,0113;3338,00;0,0854;
214;975.0;0,0093;10083,00;0,2821;
215;968.0;0,0072;14191,00;0,3097;
216;988.0;0,0205;20496,00;0,3415;
217;988.0;0,00;4940,00;0,125;
218;991.0;0,003;1847,00;0,0415;
219;998.0;0,007;17663,00;0,4145;
220;998.0;0,00;16966,00;0,68;
221;999.0;0,001;16941,00;0,4042;
222;990.0;0,009;19575,00;0,7838;
223;990.0;0,00;21780,00;0,4889;
224;991.0;0,001;14888,00;0,6538;
225;987.0;0,004;6074,00;0,1613;
226;981.0;0,0061;14523,00;0,4598;
227;983.0;0,002;3838,00;0,0832;
228;981.0;0,002;12839,00;0,3037;
229;996.0;0,0152;17382,00;0,5906;
230;991.0;0,005;4199,00;0,0897;
231;1004.0;0,013;27553,00;0,6466;
232;990.0;0,014;41370,00;2,747;
233;981.0;0,0091;22095,00;0,3915;
234;980.0;0,001;3955,00;0,1152;
235;974.0;0,0061;23190,00;0,7633;
236;976.0;0,0021;27218,00;0,5081;
237;953.0;0,0238;10151,00;0,3852;
238;970.0;0,0177;28419,00;1,7542;
239;980.0;0,0103;4380,00;0,0982;
240;983.0;0,0031;5065,00;0,1034;
241;992.0;0,0091;21329,00;0,3945;
242;992.0;0,00;8928,00;0,2727;
243;991.0;0,001;4997,00;0,1199;
244;990.0;0,001;10853,00;0,296;
245;980.0;0,0102;1460,00;0,0307;
246;975.0;0,0051;19735,00;0,4285;
247;978.0;0,0031;1875,00;0,0712;
248;961.0;0,0175;425,00;0,0174;
249;970.0;0,0093;6045,00;0,2516;
250;968.0;0,0021;8650,00;0,2877;
251;971.0;0,0031;14685,00;0,3793;
252;981.0;0,0102;9260,00;0,1734;
253;980.0;0,001;9845,00;0,223;
254;975.0;0,0051;175,00;0,0051;
255;974.0;0,001;21393,00;0,6269;
256;983.0;0,0092;13249,00;0,2386;
257;983.0;0,00;12779,00;0,3023;
258;993.0;0,0101;13209,00;0,4479;
259;995.0;0,002;2076,00;0,0486;
260;1007.0;0,012;29670,00;0,6626;
261;1001.0;0,006;18929,00;1,2532;
262;995.0;0,006;1786,00;0,0525;
263;996.0;0,001;6012,00;0,1678;
264;986.0;0,0101;14370,00;0,3435;
265;995.0;0,0091;35307,00;0,6282;
266;996.0;0,001;22929,00;1,0973;
267;991.0;0,005;24004,00;0,5477;
268;991.0;0,00;0,00;0,00;
269;996.0;0,005;23008,00;1,1608;
270;994.0;0,002;11020,00;0,2573;
271;984.0;0,0101;13456,00;0,423;
272;980.0;0,0041;13536,00;0,299;
273;979.0;0,001;34325,00;0,5838;
274;980.0;0,001;30405,00;1,2423;
275;986.0;0,0061;35160,00;0,6407;
276;1009.0;0,0231;14586,00;0,7397;
277;1016.0;0,0069;1794,00;0,0523;
278;1013.0;0,003;12252,00;0,3768;
279;1013.0;0,00;0,00;0,00;
280;1014.0;0,001;30440,00;1,5025;
281;1000.0;0,0139;8700,00;0,1716;
282;1011.0;0,0109;11670,00;0,2779;
283;1017.0;0,0059;2214,00;0,073;
284;1021.0;0,0039;10338,00;0,3177;
285;1020.0;0,001;12282,00;0,2864;
286;1012.0;0,0079;18988,00;0,6205;
287;1000.0;0,0119;10412,00;0,21;
288;1003.0;0,003;14865,00;0,2477;
289;1006.0;0,003;5901,00;0,1307;
290;1006.0;0,00;1006,00;0,0256;
291;1005.0;0,001;40,00;0,001;
292;1007.0;0,002;13171,00;0,3276;
293;996.0;0,011;13531,00;0,2535;
294;1003.0;0,007;2286,00;0,0574;
295;1004.0;0,001;6066,00;0,144;
296;995.0;0,009;13367,00;0,2774;
297;987.0;0,0081;5215,00;0,1497;
298;979.0;0,0081;1219,00;0,0412;
299;977.0;0,002;8735,00;0,3077;
300;978.0;0,001;14708,00;0,3962;
301;987.0;0,0092;27159,00;0,524;
302;986.0;0,001;14765,00;0,5984;
303;995.0;0,0091;11580,00;0,2936;
304;991.0;0,004;9798,00;0,3517;
305;1000.0;0,009;6658,00;0,1768;
306;997.0;0,003;14862,00;0,4794;
307;996.0;0,001;11002,00;0,2399;
308;990.0;0,006;16620,00;0,4768;
309;994.0;0,004;8738,00;0,1697;
310;994.0;0,00;15904,00;0,3721;
311;989.0;0,005;18656,00;0,6951;
312;998.0;0,0091;14556,00;0,32;
313;1010.0;0,012;17808,00;0,5756;
314;1016.0;0,0059;2110,00;0,1607;
315;1008.0;0,0079;16008,00;1,0504;
316;1003.0;0,005;11881,00;0,3802;
317;995.0;0,008;5626,00;0,1304;
318;992.0;0,003;12051,00;0,2472;
319;1001.0;0,009;11344,00;0,3091;
320;991.0;0,01;6457,00;0,1344;
321;990.0;0,001;14905,00;0,2735;
322;987.0;0,003;4815,00;0,1216;
323;988.0;0,001;9835,00;0,2214;
324;987.0;0,001;3913,00;0,1132;
325;986.0;0,001;13843,00;0,3596;
326;977.0;0,0092;9545,00;0,3872;
327;980.0;0,0031;10885,00;0,3183;
328;990.0;0,0102;4420,00;0,098;
329;978.0;0,0122;29940,00;0,6048;
330;984.0;0,0061;19800,00;1,0123;
331;995.0;0,0111;6410,00;0,1629;
332;1005.0;0,01;25670,00;0,5608;
333;996.0;0,009;19740,00;0,9821;
334;994.0;0,002;21948,00;0,5509;
335;1003.0;0,009;24234,00;1,3545;
336;1007.0;0,004;6881,00;0,1633;
337;1007.0;0,00;5035,00;0,1429;
338;1005.0;0,002;15015,00;0,497;
339;1014.0;0,0089;22917,00;0,5067;
340;1007.0;0,0069;17972,00;0,8056;
341;1007.0;0,00;14098,00;0,35;
342;1009.0;0,002;30322,00;1,1581;
343;1005.0;0,004;29369,00;0,5198;
344;994.0;0,011;43439,00;1,6008;
345;996.0;0,002;33722,00;0,4778;
346;997.0;0,001;7016,00;0,1904;
347;1004.0;0,007;8728,00;0,199;
348;997.0;0,007;4740,00;0,1349;
349;988.0;0,0091;7276,00;0,1824;
350;994.0;0,0061;2186,00;0,067;
351;1000.0;0,006;4790,00;0,1377;
352;999.0;0,001;13956,00;0,4652;
353;998.0;0,001;954,00;0,0217;
354;1000.0;0,002;8910,00;0,1984;
355;994.0;0,006;7736,00;0,2149;
356;993.0;0,001;949,00;0,0217;
357;997.0;0,004;10150,00;0,2271;
358;1002.0;0,005;19765,00;0,3604;
359;995.0;0,007;9705,00;0,2767;
360;995.0;0,00;9950,00;0,2222;
361;995.0;0,00;11940,00;0,3429;
362;979.0;0,0162;19353,00;0,4138;
363;992.0;0,0132;37068,00;1,3523;
364;988.0;0,004;30888,00;0,479;
365;972.0;0,0163;8320,00;0,2477;
366;975.0;0,0031;10803,00;0,4275;
367;1002.0;0,0273;19035,00;0,5277;
368;1009.0;0,007;35939,00;0,6521;
369;1018.0;0,0089;26639,00;1,3895;
370;1006.0;0,0119;9520,00;0,2078;
371;1011.0;0,005;30055,00;0,5432;
372;989.0;0,022;23186,00;0,9173;
373;987.0;0,002;16877,00;0,3483;
374;983.0;0,0041;12651,00;0,4006;
375;980.0;0,0031;12875,00;0,2911;
376;989.0;0,0091;5646,00;0,18;
377;989.0;0,00;30659,00;1,1923;
378;998.0;0,0091;18449,00;0,3273;
379;1009.0;0,011;13708,00;0,3615;
380;1005.0;0,004;26034,00;1,0751;
381;1014.0;0,0089;8676,00;0,1727;
382;1005.0;0,0089;11691,00;0,2812;
383;1008.0;0,003;2865,00;0,0538;
384;1016.0;0,0079;14840,00;0,2944;
385;1014.0;0,002;28322,00;0,7965;
386;1014.0;0,00;24336,00;0,381;
387;1017.0;0,003;9270,00;0,2344;
388;1002.0;0,0149;1284,00;0,0263;
389;990.0;0,012;1380,00;0,0275;
390;978.0;0,0122;35832,00;0,696;
391;982.0;0,0041;28542,00;1,824;
392;984.0;0,002;22722,00;0,5142;
393;994.0;0,0101;42062,00;0,6286;
394;991.0;0,003;9835,00;0,3958;
395;979.0;0,0122;9370,00;0,2701;
396;986.0;0,0071;17433,00;0,3957;
397;996.0;0,0101;27162,00;1,0203;
398;981.0;0,0152;9639,00;0,1792;
399;967.0;0,0144;23838,00;0,54;
400;976.0;0,0093;23613,00;1,1628;




************************************
Korrelation1=0,1389
Korrelation2=0,1616
************************************
Definiton
ABS(LogRendite) = ABS( Log(Preis[ i ]) - Log(Preis[i-1])) 
ABS(Volumeaenderung) = ABS( Umsatz_in_Stuck[ i ] - Umsatz_in_Stuck[ i-1 ] ) 
ABS(Volumeaenderungprozent) = ABS( Umsatz_in_Stuck[ i ] - Umsatz_in_Stuck[ i-1 ] ) /Umsatz_in_Stuck[ i-1 ]  
Wenn ABS( Umsatz_in_Stuck[ i -1 ] = 0, dessen Wert ist auf 0.0 gesetzt.
ABS ist mathematisch Absolute Funktion. 
Korrelation1 ist Korrelation  zwischen ABS(LogRendite)  und ABS(Volumeaenderung)
Korrelation2 ist Korrelation  zwischen ABS(LogRendite)  und ABS(Volumeaenderungprozent)
