


LogRenditen in 1 Tagen Abstand
Nummer;LogRenditen
7;0,0041
8;-0,003
9;0,001
10;0,003
11;0,011
12;0,00
13;0,005
14;-0,012
15;-0,001
16;-0,0474
17;0,024
18;-0,001
19;0,0021
20;0,0041
21;-0,0062
22;-0,0209
23;0,0167
24;0,0134
25;0,0122
26;0,001
27;0,016
28;-0,008
29;-0,007
30;-0,0122
31;-0,0165
32;0,0165
33;0,002
34;0,0061
35;0,021
36;0,0049
37;-0,001
38;-0,0341
39;0,0071
40;-0,0153
41;0,0072
42;-0,0092
43;0,0133
44;0,0232
45;-0,0221
46;0,0151
47;-0,0151
48;-0,0041
49;-0,0113
50;0,00
51;0,0164
52;0,0141
53;-0,0101
54;-0,002
55;0,026
56;0,002
57;0,002
58;-0,0159
59;-0,002
60;-0,0121
61;0,002
62;-0,0143
63;0,00
64;0,0263
65;-0,004
66;0,009
67;-0,001
68;0,001
69;-0,007
70;-0,001
71;-0,007
72;0,005
73;-0,0193
74;0,0283
75;0,0099
76;0,0137
77;-0,0049
78;-0,0079
79;-0,0199



LogRenditen in 10 Tagen Abstand
Nummer;LogRenditen
1;-0,0181
2;0,0319
3;-0,033
4;0,001
5;0,004
6;0,011
7;-0,007
8;-0,0484
9;0,023
10;0,0062
11;-0,027
12;0,0301
13;0,0132
14;0,008
15;-0,0192
16;0,00
17;0,0081
18;0,026
19;-0,0351
20;-0,0082
21;-0,0021
22;0,0365
23;-0,007
24;-0,0192
25;-0,0113
26;0,0305
27;-0,0121
28;0,028
29;-0,0139
30;-0,0141
31;-0,0122
32;0,0263
33;0,005
34;0,00
35;-0,008
36;-0,002
37;0,009
38;0,0236
39;-0,0127



LogRenditen in 25 Tagen Abstand
Nummer;LogRenditen
1;-0,004
2;-0,0101
3;0,003
4;-0,0183
5;0,0153
6;-0,0102
7;0,0292
8;-0,0384
9;0,0123
10;-0,0154
11;0,0445
12;-0,026
13;0,0101
14;0,001
15;0,0169



LogRenditen in 50 Tagen Abstand
Nummer;LogRenditen
1;-0,014
2;-0,0153
3;0,0051
4;-0,0092
5;-0,0031
6;0,0184
7;0,0111
