Tag;Preis;ABS(LogRendite);ABS(Volumeaenderung);ABS(VolumeaenderungsProzent);
128;988.0;0,0101;4590,00;0,1314;
129;993.0;0,005;5165,00;0,1307;
130;991.0;0,002;90,00;0,002;
131;991.0;0,00;16847,00;0,3778;
132;990.0;0,001;6902,00;0,2487;
133;1002.0;0,012;9600,00;0,2771;
134;998.0;0,004;4890,00;0,1952;
135;1002.0;0,004;8136,00;0,2717;
136;1007.0;0,005;7239,00;0,1901;
137;1010.0;0,003;6195,00;0,1367;
138;1000.0;0,01;3510,00;0,0681;
139;1010.0;0,01;12650,00;0,2635;
140;1009.0;0,001;7028,00;0,1988;
141;999.0;0,01;7413,00;0,1749;
142;1002.0;0,003;3903,00;0,1116;
143;1005.0;0,003;912,00;0,0294;
144;1004.0;0,001;12018,00;0,3986;
145;1000.0;0,004;17168,00;0,4071;
146;992.0;0,008;19640,00;0,7856;
147;985.0;0,0071;12135,00;0,2718;
148;983.0;0,002;4849,00;0,1492;
149;987.0;0,0041;2809,00;0,0752;
150;983.0;0,0041;9690,00;0,2805;
151;980.0;0,0031;9935,00;0,2246;
152;970.0;0,0103;2560,00;0,0746;
153;979.0;0,0092;342,00;0,0093;
154;976.0;0,0031;6946,00;0,1867;
155;963.0;0,0134;12922,00;0,4271;
156;964.0;0,001;8694,00;0,5016;
157;961.0;0,0031;21061,00;0,8092;
158;980.0;0,0196;18669,00;0,3965;
159;978.0;0,002;8744,00;0,3077;
160;987.0;0,0092;12489,00;0,3361;
161;980.0;0,0071;12565,00;0,5092;
162;977.0;0,0031;1840,00;0,0494;
163;985.0;0,0082;2290,00;0,0586;
164;983.0;0,002;12695,00;0,3069;
165;986.0;0,003;29415,00;0,5441;
166;982.0;0,0041;24450,00;0,9919;
167;980.0;0,002;14800,00;0,3014;
168;989.0;0,0091;5260,00;0,1534;
169;992.0;0,003;9800,00;0,2477;
170;995.0;0,003;10040,00;0,3374;
171;988.0;0,0071;9600,00;0,2412;
172;980.0;0,0081;7260,00;0,147;
173;992.0;0,0122;21308,00;0,5056;
174;990.0;0,002;21738,00;1,0435;
175;999.0;0,009;33579,00;0,7888;
176;1009.0;0,01;11189,00;1,2445;
177;999.0;0,01;7792,00;0,3861;
178;1006.0;0,007;12268,00;0,4386;
179;1006.0;0,00;13078,00;0,325;
180;1009.0;0,003;18003,00;0,3377;
181;1014.0;0,0049;7937,00;0,2247;
182;998.0;0,0159;27512,00;1,0049;
183;993.0;0,005;2704,00;0,0493;
184;1015.0;0,0219;25114,00;0,4361;
185;1008.0;0,0069;2240,00;0,069;
186;1013.0;0,0049;4915,00;0,1625;
187;995.0;0,0179;19450,00;0,768;
188;992.0;0,003;9063,00;0,2024;
189;986.0;0,0061;2742,00;0,0768;
190;983.0;0,003;13879,00;0,3609;
191;979.0;0,0041;7932,00;0,3228;
192;972.0;0,0072;25153,00;1,5113;
193;972.0;0,00;12636,00;0,3023;
194;965.0;0,0072;14265,00;0,4892;
195;988.0;0,0236;9927,00;0,2286;
196;986.0;0,002;16870,00;0,3162;
197;991.0;0,0051;8113,00;0,2224;
198;989.0;0,002;9980,00;0,2238;
199;977.0;0,0122;15075,00;0,4355;
200;978.0;0,001;31316,00;1,6027;
201;971.0;0,0072;15900,00;0,3126;
202;976.0;0,0051;4084,00;0,1168;
203;985.0;0,0092;3315,00;0,0849;
204;991.0;0,0061;10643,00;0,2513;
205;985.0;0,0061;12613,00;0,3977;
206;978.0;0,0071;11073,00;0,2498;
207;979.0;0,001;8777,00;0,264;
208;965.0;0,0144;9300,00;0,38;
209;976.0;0,0113;5471,00;0,162;
210;965.0;0,0113;3214,00;0,1136;
211;969.0;0,0041;14639,00;0,5835;
212;967.0;0,0021;8621,00;0,217;
213;967.0;0,00;1934,00;0,04;
214;977.0;0,0103;6319,00;0,1257;
215;975.0;0,002;14715,00;0,3347;
216;982.0;0,0072;14940,00;0,5108;
217;980.0;0,002;24590,00;0,5565;
218;977.0;0,0031;19480,00;0,9939;
219;987.0;0,0102;8296,00;0,2123;
220;1006.0;0,0191;10154,00;0,2143;
221;1005.0;0,001;4057,00;0,109;
222;1000.0;0,005;7165,00;0,216;
223;994.0;0,006;16742,00;0,6439;
224;987.0;0,0071;10171,00;0,238;
225;987.0;0,00;10857,00;0,3333;
226;983.0;0,0041;17606,00;0,8108;
227;995.0;0,0121;4495,00;0,1143;
228;998.0;0,003;19855,00;0,5701;
229;1002.0;0,004;17094,00;1,1419;
230;1007.0;0,005;1167,00;0,0364;
231;998.0;0,009;31639,00;0,9521;
232;989.0;0,0091;18387,00;0,2834;
233;998.0;0,0091;30515,00;0,6565;
234;999.0;0,001;28987,00;1,8153;
235;993.0;0,006;3702,00;0,0823;
236;983.0;0,0101;7374,00;0,1516;
237;980.0;0,0031;16831,00;0,3004;
238;968.0;0,0123;9192,00;0,2345;
239;982.0;0,0144;14182,00;0,4726;
240;975.0;0,0072;22740,00;0,5146;
241;979.0;0,0041;22605,00;1,0538;
242;985.0;0,0061;27310,00;0,6199;
243;983.0;0,002;22575,00;1,3482;
244;982.0;0,001;942,00;0,024;
245;972.0;0,0102;27626,00;0,6862;
246;968.0;0,0041;21244,00;1,6812;
247;963.0;0,0052;175,00;0,0052;
248;962.0;0,001;6699,00;0,1988;
249;969.0;0,0073;15210,00;0,3764;
250;963.0;0,0062;13326,00;0,5289;
251;968.0;0,0052;14720,00;0,3821;
252;968.0;0,00;19360,00;0,3636;
253;969.0;0,001;4880,00;0,144;
254;980.0;0,0113;10240,00;0,2642;
255;979.0;0,001;19630,00;0,4006;
256;984.0;0,0051;14910,00;0,5077;
257;991.0;0,0071;24460,00;0,5524;
258;993.0;0,002;22879,00;1,1543;
259;996.0;0,003;2121,00;0,0497;
260;996.0;0,00;4980,00;0,1111;
261;998.0;0,002;9900,00;0,2485;
262;1002.0;0,004;120,00;0,004;
263;1001.0;0,001;30,00;0,001;
264;989.0;0,0121;16453,00;0,5479;
265;995.0;0,006;15638,00;0,3364;
266;988.0;0,0071;3735,00;0,1211;
267;992.0;0,004;8076,00;0,2335;
268;1000.0;0,008;13656,00;0,3201;
269;1000.0;0,00;19000,00;0,6552;
270;1003.0;0,003;2865,00;0,0597;
271;986.0;0,0171;4165,00;0,0923;
272;987.0;0,001;19690,00;0,3994;
273;991.0;0,004;19940,00;0,6734;
274;983.0;0,0081;19077,00;0,385;
275;1001.0;0,0181;5448,00;0,1788;
276;1012.0;0,0109;4785,00;0,1912;
277;1010.0;0,002;20160,00;0,996;
278;1021.0;0,0108;30190,00;0,7473;
279;1013.0;0,0079;43479,00;4,2585;
280;1008.0;0,0049;13369,00;0,249;
281;1014.0;0,0059;18012,00;0,4467;
282;1016.0;0,002;33572,00;1,5049;
283;1005.0;0,0109;23720,00;0,4245;
284;1014.0;0,0089;288,00;0,009;
285;1010.0;0,004;2148,00;0,0662;
286;1016.0;0,0059;16076,00;0,5306;
287;1009.0;0,0069;36226,00;2,5468;
288;1013.0;0,004;14995,00;0,2972;
289;1002.0;0,0109;24665,00;0,6957;
290;994.0;0,008;30300,00;0,504;
291;1000.0;0,006;9820,00;0,3293;
292;1002.0;0,002;25090,00;1,2545;
293;1000.0;0,002;910,00;0,0202;
294;1003.0;0,003;5880,00;0,1278;
295;1006.0;0,003;3904,00;0,0973;
296;998.0;0,008;21668,00;0,5983;
297;995.0;0,003;33009,00;0,5703;
298;995.0;0,00;4975,00;0,20;
299;996.0;0,001;12978,00;0,4348;
300;986.0;0,0101;5360,00;0,1252;
301;986.0;0,00;7888,00;0,2105;
302;983.0;0,003;5005,00;0,1692;
303;985.0;0,002;25660,00;1,0442;
304;989.0;0,0041;2763,00;0,055;
305;997.0;0,0081;11580,00;0,2439;
306;988.0;0,0091;324,00;0,009;
307;976.0;0,0122;11168,00;0,314;
308;980.0;0,0041;2060,00;0,0844;
309;982.0;0,002;1910,00;0,0722;
310;974.0;0,0082;11488,00;0,4679;
311;974.0;0,00;1948,00;0,0541;
312;978.0;0,0041;6008,00;0,1762;
313;979.0;0,001;7791,00;0,1943;
314;981.0;0,002;11838,00;0,3664;
315;985.0;0,0041;14955,00;0,3388;
316;974.0;0,0112;34750,00;0,588;
317;976.0;0,0021;14690,00;0,6033;
318;984.0;0,0082;12472,00;0,3195;
319;991.0;0,0071;30910,00;1,1634;
320;1002.0;0,011;37438,00;0,6513;
321;1000.0;0,002;19960,00;0,996;
322;998.0;0,002;18044,00;0,4511;
323;1004.0;0,006;11176,00;0,509;
324;1004.0;0,00;9036,00;0,2727;
325;1005.0;0,001;1029,00;0,0427;
326;996.0;0,009;19695,00;0,7839;
327;991.0;0,005;14099,00;0,3146;
328;998.0;0,007;2777,00;0,0904;
329;990.0;0,008;4726,00;0,1691;
330;994.0;0,004;12790,00;0,3915;
331;1005.0;0,011;5245,00;0,2638;
332;997.0;0,008;18743,00;0,746;
333;997.0;0,00;3988,00;0,0909;
334;994.0;0,003;12802,00;0,321;
335;1003.0;0,009;25601,00;0,486;
336;1004.0;0,001;8059,00;0,2976;
337;997.0;0,007;5230,00;0,1488;
338;999.0;0,002;15045,00;0,503;
339;1002.0;0,003;21909,00;0,4874;
340;1012.0;0,0099;20470,00;0,8882;
341;1005.0;0,0069;2714,00;0,0624;
342;1005.0;0,00;15075,00;0,3261;
343;1005.0;0,00;6030,00;0,1935;
344;1002.0;0,003;7125,00;0,1916;
345;997.0;0,005;12811,00;0,4262;
346;998.0;0,001;43,00;0,001;
347;1000.0;0,002;5914,00;0,1378;
348;1006.0;0,006;3240,00;0,0876;
349;1002.0;0,004;2846,00;0,0707;
350;997.0;0,005;8191,00;0,1901;
351;997.0;0,00;4985,00;0,1429;
352;983.0;0,0141;8427,00;0,2817;
353;983.0;0,00;1966,00;0,0513;
354;991.0;0,0081;5251,00;0,1444;
355;998.0;0,007;14676,00;0,3526;
356;990.0;0,008;11664,00;0,4329;
357;994.0;0,004;13760,00;0,3564;
358;988.0;0,0061;6766,00;0,2723;
359;997.0;0,0091;2282,00;0,0722;
360;994.0;0,003;4078,00;0,1203;
361;995.0;0,001;9980,00;0,3347;
362;987.0;0,0081;13151,00;0,3304;
363;993.0;0,0061;17043,00;0,6395;
364;988.0;0,005;9112,00;0,2086;
365;978.0;0,0102;15998,00;0,4626;
366;976.0;0,002;28266,00;1,5211;
367;1006.0;0,0303;6608,00;0,1411;
368;1002.0;0,004;16192,00;0,4024;
369;1025.0;0,0227;473,00;0,0197;
370;1013.0;0,0118;39231,00;1,6641;
371;1004.0;0,0089;27666,00;0,4405;
372;1006.0;0,002;14154,00;0,4028;
373;1005.0;0,001;24169,00;0,4903;
374;1009.0;0,004;20280,00;0,8072;
375;1009.0;0,00;7063,00;0,1556;
376;1014.0;0,0049;1768,00;0,0337;
377;1024.0;0,0098;12812,00;0,2527;
378;1024.0;0,00;3072,00;0,0811;
379;1022.0;0,002;30580,00;0,7466;
380;1024.0;0,002;140,00;0,002;
381;1028.0;0,0039;25420,00;0,3546;
382;1015.0;0,0127;40015,00;0,865;
383;1013.0;0,002;49807,00;0,5773;
384;1015.0;0,002;29507,00;0,8091;
385;1020.0;0,0049;11915,00;0,1806;
386;1023.0;0,0029;19278,00;0,3566;
387;1020.0;0,0029;39678,00;1,1408;
388;1014.0;0,0059;26802,00;0,36;
389;1013.0;0,001;20213,00;0,4241;
390;1013.0;0,00;39507,00;0,5821;
391;1015.0;0,002;32536,00;1,1471;
392;1004.0;0,0109;14400,00;0,2365;
393;1003.0;0,001;15120,00;0,2008;
394;1005.0;0,002;33045,00;0,5491;
395;1003.0;0,002;45081,00;1,6614;
396;995.0;0,008;7541,00;0,1044;
397;984.0;0,0111;30235,00;0,4675;
398;979.0;0,0051;9965,00;0,2893;
399;976.0;0,0031;19445,00;0,7945;
400;973.0;0,0031;19325,00;0,44;




************************************
Korrelation1=0,0324
Korrelation2=0,0189
************************************
Definiton
ABS(LogRendite) = ABS( Log(Preis[ i ]) - Log(Preis[i-1])) 
ABS(Volumeaenderung) = ABS( Umsatz_in_Stuck[ i ] - Umsatz_in_Stuck[ i-1 ] ) 
ABS(Volumeaenderungprozent) = ABS( Umsatz_in_Stuck[ i ] - Umsatz_in_Stuck[ i-1 ] ) /Umsatz_in_Stuck[ i-1 ]  
Wenn ABS( Umsatz_in_Stuck[ i -1 ] = 0, dessen Wert ist auf 0.0 gesetzt.
ABS ist mathematisch Absolute Funktion. 
Korrelation1 ist Korrelation  zwischen ABS(LogRendite)  und ABS(Volumeaenderung)
Korrelation2 ist Korrelation  zwischen ABS(LogRendite)  und ABS(Volumeaenderungprozent)
