Tag;Preis;ABS(LogRendite);ABS(Volumeaenderung);ABS(VolumeaenderungsProzent);
165;994.0;0,00;14910,00;0,375;
166;977.0;0,0173;12659,00;0,2316;
167;987.0;0,0102;17336,00;0,4127;
168;997.0;0,0101;5235,00;0,2122;
169;994.0;0,003;9850,00;0,3293;
170;1002.0;0,008;320,00;0,008;
171;991.0;0,011;3524,00;0,0879;
172;988.0;0,003;13700,00;0,3142;
173;998.0;0,0101;16386,00;0,2859;
174;1002.0;0,004;2842,00;0,0695;
175;1005.0;0,003;6144,00;0,1614;
176;997.0;0,008;645,00;0,0146;
177;997.0;0,00;21934,00;0,4889;
178;1006.0;0,009;2219,00;0,0968;
179;1013.0;0,0069;8279,00;0,3292;
180;1003.0;0,0099;31766,00;0,9503;
181;1006.0;0,003;19925,00;0,3056;
182;1004.0;0,002;5110,00;0,1129;
183;1002.0;0,002;14950,00;0,3723;
184;1005.0;0,003;9885,00;0,1794;
185;1007.0;0,002;917,00;0,0203;
186;1001.0;0,006;4268,00;0,0963;
187;990.0;0,011;4510,00;0,1126;
188;994.0;0,004;28646,00;0,643;
189;994.0;0,00;11928,00;0,75;
190;979.0;0,0152;20139,00;0,7236;
191;978.0;0,001;25477,00;0,5311;
192;982.0;0,0041;14822,00;0,6589;
193;973.0;0,0092;12991,00;0,3481;
194;986.0;0,0133;39765,00;1,6347;
195;983.0;0,003;42464,00;0,6626;
196;971.0;0,0123;5119,00;0,2367;
197;987.0;0,0163;8168,00;0,4948;
198;979.0;0,0081;9590,00;0,3887;
199;981.0;0,002;4975,00;0,1452;
200;991.0;0,0101;2382,00;0,0607;
201;971.0;0,0204;9579,00;0,2301;
202;978.0;0,0072;17835,00;0,5566;
203;977.0;0,001;1028,00;0,0206;
204;980.0;0,0031;4070,00;0,0833;
205;989.0;0,0091;33140,00;0,6262;
206;982.0;0,0071;24410,00;1,2341;
207;971.0;0,0113;17973,00;0,4067;
208;968.0;0,0031;17343,00;0,6615;
209;964.0;0,0041;3072,00;0,0705;
210;954.0;0,0104;6144,00;0,1517;
211;963.0;0,0094;8991,00;0,2618;
212;975.0;0,0124;5415,00;0,125;
213;969.0;0,0062;13866,00;0,2844;
214;978.0;0,0092;9126,00;0,2616;
215;968.0;0,0103;13034,00;0,2962;
216;982.0;0,0144;23034,00;0,7436;
217;992.0;0,0101;19290,00;0,3572;
218;1002.0;0,01;14680,00;0,4228;
219;1005.0;0,003;13125,00;0,6549;
220;1005.0;0,00;4020,00;0,1212;
221;1004.0;0,001;23055,00;0,62;
222;1005.0;0,001;10110,00;0,1678;
223;1003.0;0,002;10170,00;0,1446;
224;987.0;0,0161;16806,00;0,2793;
225;980.0;0,0071;26026,00;0,3381;
226;978.0;0,002;2060,00;0,0404;
227;975.0;0,0031;150,00;0,0031;
228;970.0;0,0051;250,00;0,0051;
229;977.0;0,0072;10120,00;0,2087;
230;980.0;0,0031;11580,00;0,1975;
231;987.0;0,0071;12495,00;0,2656;
232;980.0;0,0071;11515,00;0,3333;
233;979.0;0,001;6900,00;0,1498;
234;971.0;0,0082;10030,00;0,2561;
235;978.0;0,0072;34440,00;1,1823;
236;986.0;0,0081;32018,00;0,5037;
237;979.0;0,0071;24251,00;0,7686;
238;972.0;0,0072;28587,00;0,5123;
239;972.0;0,00;35964,00;1,3214;
240;980.0;0,0082;2420,00;0,0383;
241;977.0;0,0031;7025,00;0,1156;
242;984.0;0,0071;17113,00;0,3185;
243;981.0;0,0031;34551,00;0,4877;
244;980.0;0,001;10743,00;0,296;
245;974.0;0,0061;8080,00;0,1718;
246;968.0;0,0062;240,00;0,0062;
247;958.0;0,0104;400,00;0,0103;
248;954.0;0,0042;12562,00;0,3278;
249;960.0;0,0063;41442,00;1,6089;
250;965.0;0,0052;28600,00;0,4256;
251;969.0;0,0041;34075,00;0,8828;
252;962.0;0,0073;24575,00;0,3381;
253;963.0;0,001;19210,00;0,3994;
254;973.0;0,0103;48950,00;1,6944;
255;973.0;0,00;12649,00;0,1625;
256;982.0;0,0092;22965,00;0,3523;
257;992.0;0,0101;7374,00;0,1746;
258;992.0;0,00;2976,00;0,06;
259;1002.0;0,01;29530,00;0,5617;
260;1008.0;0,006;22314,00;0,9682;
261;1009.0;0,001;14171,00;0,3124;
262;998.0;0,011;1347,00;0,0226;
263;1000.0;0,002;15878,00;0,2608;
264;1002.0;0,002;9108,00;0,2024;
265;994.0;0,008;6526,00;0,1206;
266;993.0;0,001;20914,00;0,3449;
267;996.0;0,003;8088,00;0,2036;
268;1004.0;0,008;3632,00;0,076;
269;998.0;0,006;23688,00;0,5362;
270;998.0;0,00;7984,00;0,1176;
271;988.0;0,0101;30028,00;0,5015;
272;987.0;0,001;60298,00;0,6707;
273;988.0;0,001;30,00;0,001;
274;999.0;0,0111;5325,00;0,1797;
275;995.0;0,004;6825,00;0,1952;
276;1004.0;0,009;6650,00;0,1591;
277;1021.0;0,0168;1447,00;0,0412;
278;1014.0;0,0069;22077,00;0,6552;
279;1020.0;0,0059;35370,00;0,6342;
280;1024.0;0,0039;10320,00;0,5059;
281;1028.0;0,0039;8344,00;0,2716;
282;1020.0;0,0078;37436,00;0,9583;
283;1020.0;0,00;38760,00;0,5067;
284;1029.0;0,0088;10623,00;0,2815;
285;1026.0;0,0029;22713,00;0,4696;
286;1030.0;0,0039;7310,00;0,285;
287;1022.0;0,0078;70262,00;2,1317;
288;1020.0;0,002;59362,00;0,5751;
289;1009.0;0,0108;31815,00;0,7254;
290;1000.0;0,009;22675,00;0,2996;
291;1005.0;0,005;22850,00;0,4311;
292;1005.0;0,00;12060,00;0,40;
293;1006.0;0,001;15132,00;0,3585;
294;1011.0;0,005;19935,00;0,3477;
295;1003.0;0,0079;8731,00;0,2334;
296;1001.0;0,002;3095,00;0,0671;
297;995.0;0,006;6707,00;0,1558;
298;994.0;0,001;14960,00;0,3007;
299;999.0;0,005;10165,00;0,2922;
300;1008.0;0,009;16731,00;0,3722;
301;999.0;0,009;46701,00;1,6547;
302;991.0;0,008;35285,00;0,4709;
303;985.0;0,0061;15520,00;0,3915;
304;988.0;0,003;16964,00;0,3075;
305;994.0;0,0061;36340,00;0,5039;
306;987.0;0,0071;252,00;0,007;
307;990.0;0,003;4068,00;0,1145;
308;989.0;0,001;4985,00;0,1259;
309;986.0;0,003;34405,00;0,9939;
310;980.0;0,0061;47460,00;0,6876;
311;970.0;0,0103;23060,00;1,0696;
312;976.0;0,0062;14916,00;0,3343;
313;971.0;0,0051;17783,00;0,2987;
314;977.0;0,0062;26637,00;0,638;
315;981.0;0,0041;280,00;0,0041;
316;972.0;0,0092;31734,00;0,4621;
317;972.0;0,00;25272,00;0,6842;
318;978.0;0,0062;17988,00;0,2892;
319;978.0;0,00;8802,00;0,1098;
320;980.0;0,002;12594,00;0,1764;
321;978.0;0,002;5010,00;0,0852;
322;983.0;0,0051;19935,00;0,3706;
323;985.0;0,002;19550,00;0,2652;
324;985.0;0,00;24625,00;0,4545;
325;988.0;0,003;39610,00;1,3404;
326;978.0;0,0102;26128,00;0,3778;
327;993.0;0,0152;13569,00;0,3153;
328;994.0;0,001;6901,00;0,1219;
329;997.0;0,003;2144,00;0,0431;
330;996.0;0,001;16984,00;0,3276;
331;996.0;0,00;10956,00;0,3143;
332;996.0;0,00;5976,00;0,1304;
333;1000.0;0,004;5160,00;0,1295;
334;1006.0;0,006;8318,00;0,1848;
335;1008.0;0,002;14218,00;0,2667;
336;1007.0;0,001;2954,00;0,0437;
337;1008.0;0,001;60410,00;0,857;
338;1011.0;0,003;50580,00;5,0179;
339;1010.0;0,001;10160,00;0,1675;
340;1011.0;0,001;5105,00;0,1011;
341;1013.0;0,002;1123,00;0,0202;
342;1014.0;0,001;6028,00;0,1063;
343;1016.0;0,002;13108,00;0,2585;
344;1010.0;0,0059;3818,00;0,1016;
345;1006.0;0,004;29010,00;0,7006;
346;1000.0;0,006;25420,00;0,361;
347;995.0;0,005;3210,00;0,0713;
348;999.0;0,004;8160,00;0,1953;
349;995.0;0,004;2785,00;0,0558;
350;1001.0;0,006;15698,00;0,2977;
351;1001.0;0,00;4004,00;0,1081;
352;997.0;0,004;22767,00;0,5547;
353;996.0;0,001;16996,00;0,2664;
354;994.0;0,002;11028,00;0,2356;
355;997.0;0,003;8084,00;0,2259;
356;991.0;0,006;14601,00;0,3328;
357;981.0;0,0101;18248,00;0,3121;
358;982.0;0,001;13707,00;0,3408;
359;985.0;0,0031;37511,00;1,4148;
360;994.0;0,0091;9355,00;0,1461;
361;996.0;0,002;7858,00;0,1437;
362;990.0;0,006;2688,00;0,0574;
363;979.0;0,0112;550,00;0,0111;
364;988.0;0,0092;4402,00;0,0899;
365;981.0;0,0071;28827,00;0,5403;
366;977.0;0,0041;27256,00;1,1114;
367;988.0;0,0112;7499,00;0,1448;
368;984.0;0,0041;3696,00;0,0623;
369;999.0;0,0151;14946,00;0,2373;
370;1010.0;0,011;57722,00;0,7408;
371;1010.0;0,00;10100,00;0,50;
372;998.0;0,012;38562,00;1,2727;
373;996.0;0,002;24042,00;0,3491;
374;1003.0;0,007;6706,00;0,1496;
375;1007.0;0,004;19285,00;0,506;
376;1004.0;0,003;1175,00;0,0205;
377;1017.0;0,0129;25714,00;0,4573;
378;1021.0;0,0039;4985,00;0,1634;
379;1023.0;0,002;25625,00;1,0039;
380;1014.0;0,0088;14760,00;0,2886;
381;1021.0;0,0069;35280,00;0,5353;
382;1014.0;0,0069;35280,00;1,1518;
383;1008.0;0,0059;9462,00;0,1436;
384;1014.0;0,0059;4392,00;0,0778;
385;1016.0;0,002;17152,00;0,2819;
386;1023.0;0,0069;8906,00;0,2039;
387;1012.0;0,0108;23914,00;0,6875;
388;1004.0;0,0079;13516,00;0,2303;
389;999.0;0,005;7767,00;0,1719;
390;998.0;0,001;7039,00;0,1329;
391;993.0;0,005;1223,00;0,0266;
392;987.0;0,0061;14535,00;0,3253;
393;986.0;0,001;60,00;0,001;
394;975.0;0,0112;23085,00;0,3902;
395;975.0;0,00;24375,00;0,6757;
396;976.0;0,001;7870,00;0,1302;
397;979.0;0,0031;4126,00;0,0604;
398;980.0;0,001;28346,00;0,3913;
399;974.0;0,0061;14340,00;0,3252;
400;971.0;0,0031;19600,00;0,3354;




************************************
Korrelation1=0,138
Korrelation2=0,1452
************************************
Definiton
ABS(LogRendite) = ABS( Log(Preis[ i ]) - Log(Preis[i-1])) 
ABS(Volumeaenderung) = ABS( Umsatz_in_Stuck[ i ] - Umsatz_in_Stuck[ i-1 ] ) 
ABS(Volumeaenderungprozent) = ABS( Umsatz_in_Stuck[ i ] - Umsatz_in_Stuck[ i-1 ] ) /Umsatz_in_Stuck[ i-1 ]  
Wenn ABS( Umsatz_in_Stuck[ i -1 ] = 0, dessen Wert ist auf 0.0 gesetzt.
ABS ist mathematisch Absolute Funktion. 
Korrelation1 ist Korrelation  zwischen ABS(LogRendite)  und ABS(Volumeaenderung)
Korrelation2 ist Korrelation  zwischen ABS(LogRendite)  und ABS(Volumeaenderungprozent)
